year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2014,3120.23126,2,1,2,1,5,1,2,1,2,1,3,1,2,0,1,4,2,1,2,2,3
2014,2946.97232,2,1,1,4,6,5,3,1,3,2,5,1,2,0,1,4,2,0,0,2,1
2014,2718.39936,1,1,2,1,7,2,7,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2014,2770.91776,1,1,2,1,6,2,88,0,3,3,4,1,1,1,1,3,1,0,0,2,5
2014,3853.60108,2,2,2,2,6,4,2,2,2,1,4,1,2,0,1,2,1,1,2,2,3
2014,2838.03346,2,1,2,1,5,2,3,4,3,1,4,1,1,1,1,3,1,0,0,2,3
2014,2866.96954,2,1,2,1,6,4,88,1,3,2,1,2,2,0,1,4,2,0,0,2,1
2014,2924.87209,2,1,2,1,7,1,1,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2014,3703.17319,2,1,2,1,6,1,7,1,1,2,3,1,2,0,1,4,2,0,0,2,4
2014,3049.49089,2,1,2,1,7,2,88,1,3,1,2,2,2,0,1,2,1,0,0,2,2
2014,3049.49089,2,1,2,1,7,2,88,1,3,1,2,2,2,0,1,4,2,1,1,2,2
2014,2907.94185,1,1,2,1,6,2,88,0,3,2,4,2,1,3,1,3,1,0,0,2,3
2014,2907.94185,1,1,2,1,6,2,88,0,3,2,4,2,1,3,1,3,1,0,0,2,3
2014,2907.94185,1,1,2,1,6,2,88,0,3,2,4,2,1,3,1,3,1,0,0,2,5
2014,3474.13115,1,1,2,1,7,4,2,3,3,1,4,2,2,0,1,4,2,0,0,2,3
2014,2910.90752,1,1,2,1,6,2,88,1,3,2,1,1,1,4,1,2,1,0,0,2,1
2014,3252.41242,1,2,2,2,7,1,88,4,2,1,4,1,1,1,1,2,1,1,2,2,3
2014,4698.61749,1,1,1,4,4,1,7,1,3,2,4,1,1,1,1,3,1,1,2,2,3
2014,2524.27966,1,1,2,1,5,2,5,1,1,2,4,1,1,2,1,3,1,0,0,2,3
2014,2524.27966,1,1,2,1,5,2,5,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2014,6039.69539,2,2,2,2,5,1,88,1,2,2,3,3,2,0,1,4,2,0,0,2,5
2014,15013.24566,2,1,2,1,6,4,88,1,2,3,3,1,2,0,1,1,1,1,2,2,1
2014,4437.35255,1,2,2,2,6,5,88,1,2,2,4,2,2,0,1,3,1,1,1,2,3
2014,2839.53479,2,1,2,1,5,4,5,0,2,3,3,1,2,0,1,4,2,0,0,2,1
2014,3211.10054,1,1,2,1,6,4,5,0,2,3,3,1,2,0,1,4,2,0,0,2,1
2014,4613.39858,2,1,2,1,4,1,4,1,3,3,3,2,1,3,1,3,1,1,2,2,1
2014,4438.50637,1,2,1,4,7,2,7,1,1,2,2,2,1,2,1,3,1,0,0,1,1
2014,4438.50637,1,2,1,4,7,2,7,1,1,2,3,1,2,0,1,4,2,0,0,2,3
2014,6281.75613,1,2,2,2,1,1,7,1,1,2,3,2,3,5,1,4,2,1,1,2,4
2014,4217.13292,1,1,2,1,5,1,6,1,2,2,4,1,2,0,1,4,2,1,1,2,3
2014,4181.18489,2,1,1,4,4,2,3,3,1,1,4,2,2,0,1,4,2,0,0,2,3
2014,2814.12389,2,2,2,2,7,1,4,5,1,1,4,1,2,0,1,4,2,0,0,2,1
2014,3553.84488,1,1,2,1,8,2,7,1,4,2,6,1,3,5,2,5,3,0,0,2,3
2014,3138.50319,2,1,2,1,7,2,88,1,2,2,3,1,1,3,1,3,1,0,0,2,1
2014,2618.84648,2,2,2,2,6,4,3,2,2,1,4,1,1,2,1,2,1,0,0,2,3
2014,2938.67496,2,1,2,1,7,2,88,1,1,2,4,1,1,1,1,2,1,0,0,2,1
2014,3486.40808,2,1,1,4,3,1,1,1,1,2,3,2,2,0,1,1,1,1,2,2,1
2014,1750.29356,2,1,2,1,5,4,4,1,3,2,1,2,2,0,1,4,2,1,1,2,1
2014,1213.92464,2,3,2,3,7,2,5,1,3,1,3,2,2,0,1,4,2,0,0,2,1
2014,2724.6735,1,1,2,1,7,4,4,0,3,3,2,1,3,5,1,4,2,1,2,2,2
2014,32940.6753,1,1,2,1,5,1,4,1,3,2,4,2,2,0,1,4,2,1,1,2,3
2014,1811.33315,2,1,1,4,5,2,3,2,4,1,4,2,3,5,1,4,2,0,0,2,1
2014,1811.33315,2,1,1,4,5,2,3,2,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,1811.33315,2,1,1,4,5,2,3,2,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,1811.33315,2,1,1,4,5,2,3,2,4,1,4,3,3,5,1,4,2,0,0,2,1
2014,1811.33315,2,1,1,4,5,2,3,2,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,3156.56833,1,1,1,4,6,5,88,5,3,1,4,2,1,2,1,2,1,0,0,2,3
2014,2476.32023,1,1,2,1,8,4,88,2,3,1,2,2,2,0,1,4,2,0,0,2,1
2014,2059.00105,2,3,2,3,1,1,7,1,4,2,4,2,3,5,1,4,2,0,0,2,3
2014,2059.00105,2,3,2,3,1,1,7,1,4,2,4,2,2,0,1,4,2,0,0,2,4
2014,1411.03203,2,1,2,1,6,5,3,2,4,2,4,1,1,3,1,3,1,0,0,2,1
2014,1411.03203,2,1,2,1,6,5,3,2,4,2,2,1,2,0,1,4,2,1,1,2,1
2014,2962.84672,2,3,2,3,5,2,7,1,1,1,4,1,1,3,1,3,1,0,0,2,1
2014,2501.54909,2,2,2,2,5,1,2,1,3,2,3,2,2,0,1,4,2,1,1,2,3
2014,3072.26133,2,2,2,2,5,1,2,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2014,3011.53856,1,1,1,4,7,2,4,1,3,2,4,1,2,0,1,2,1,0,0,2,3
2014,3171.51221,1,1,2,1,6,5,7,1,2,2,3,2,2,0,1,4,2,0,0,2,2
2014,3091.94344,2,1,2,1,6,2,88,1,2,2,6,2,2,0,2,5,3,0,0,2,3
2014,5509.14863,1,2,2,2,5,4,4,1,2,3,3,1,2,0,1,2,1,1,2,1,3
2014,2998.83443,1,1,2,1,7,1,2,1,2,3,2,1,1,3,1,3,1,0,0,2,1
2014,3929.23858,2,1,2,1,4,1,6,3,2,1,3,2,2,0,1,4,2,0,0,2,3
2014,5133.92651,1,2,2,2,5,1,3,4,3,1,4,1,2,0,1,4,2,0,0,2,3
2014,5034.12769,2,3,2,3,1,1,3,1,1,2,3,2,1,3,1,3,1,0,0,2,4
2014,3177.18355,2,1,2,1,7,2,7,1,2,1,3,1,2,0,1,4,2,0,0,2,4
2014,3177.18355,2,1,2,1,7,2,7,1,2,1,3,2,2,0,1,4,2,0,0,2,4
2014,2975.17537,1,1,2,1,7,5,2,1,1,2,1,1,2,0,1,4,2,0,0,2,1
2014,2982.42571,2,1,2,1,6,1,88,4,2,1,4,1,3,5,1,4,2,0,0,2,1
2014,2982.42571,2,1,2,1,6,1,88,4,2,1,4,1,3,5,1,4,2,0,0,2,1
2014,1596.58777,1,1,2,1,5,2,88,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2014,1683.02474,2,1,2,1,4,2,1,1,2,3,1,2,2,0,1,4,2,1,1,2,2
2014,1204.80025,2,1,2,1,6,3,6,0,2,2,1,2,2,0,1,4,2,0,0,1,1
2014,1778.52745,1,1,2,1,6,4,7,0,2,2,4,2,1,1,1,3,1,0,0,2,3
2014,1421.3805,2,1,2,1,6,2,7,0,3,2,2,1,2,0,1,4,2,0,0,1,2
2014,1421.3805,2,1,2,1,6,2,7,0,3,2,2,1,2,0,1,4,2,0,0,1,2
2014,1421.3805,2,1,2,1,6,2,7,0,3,2,2,1,2,0,1,4,2,0,0,1,2
2014,14213.805,2,1,2,1,6,2,7,0,3,2,2,1,2,0,1,4,2,0,0,1,2
2014,3567.69851,1,1,2,1,5,1,88,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2014,1446.37738,1,1,1,4,6,2,2,5,4,1,3,1,2,0,1,2,1,0,0,2,1
2014,1446.37738,1,1,1,4,6,2,2,5,4,1,6,2,2,0,1,4,2,0,0,2,1
2014,1558.50796,1,1,2,1,6,2,3,1,4,3,3,1,3,5,1,4,2,0,0,2,1
2014,1718.09737,1,1,2,1,6,2,7,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2014,1718.09737,1,1,2,1,6,2,7,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2014,4408.20041,1,2,2,2,5,2,1,1,3,1,3,2,2,0,1,4,2,0,0,2,1
2014,1486.75711,1,3,2,3,6,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2014,1486.75711,1,3,2,3,6,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2014,1486.75711,1,3,2,3,6,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2014,1486.75711,1,3,2,3,6,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2014,1486.75711,1,3,2,3,6,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2014,2049.26985,1,1,1,4,2,1,5,1,4,2,4,1,1,1,1,3,1,0,0,2,3
2014,2049.26985,1,1,1,4,2,1,5,1,4,2,4,1,1,1,1,3,1,0,0,2,3
2014,1643.1831,1,3,2,3,5,1,2,3,4,1,3,1,1,3,1,3,1,0,0,1,1
2014,3330.75568,2,1,2,1,5,1,3,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2014,2434.68716,1,1,2,1,7,2,6,0,2,3,4,2,3,5,1,4,2,0,0,2,3
2014,3814.32767,2,1,2,1,5,2,2,1,1,1,4,1,2,0,1,4,2,0,0,2,3
2014,3055.3633,1,1,2,1,6,2,88,3,3,1,3,1,2,0,1,4,2,0,0,2,4
2014,46081.7954,1,1,2,1,5,1,1,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,33793.876,1,1,2,1,2,1,88,0,3,3,3,2,1,2,1,3,1,1,1,1,4
2014,5705.03177,1,3,2,3,5,1,2,1,1,1,3,1,1,1,1,3,1,1,2,1,1
2014,3401.69302,1,2,2,2,7,1,88,4,2,1,4,1,1,1,1,2,1,0,0,2,3
2014,25870.86786,1,3,2,3,6,2,2,1,3,2,5,2,1,1,1,3,1,0,0,2,3
2014,2963.35647,2,1,1,4,5,2,88,1,3,2,4,2,3,5,1,4,2,0,0,2,3
2014,3313.29436,1,1,2,1,6,4,3,1,3,2,4,1,3,5,1,4,2,0,0,2,1
2014,4042.35148,2,1,2,1,1,1,4,1,3,3,4,2,1,3,1,3,1,0,0,2,3
2014,2057.11048,1,1,2,1,2,1,5,1,4,3,3,2,2,0,1,4,2,0,0,2,3
2014,2057.11048,1,1,2,1,2,1,5,1,4,3,3,2,2,0,1,4,2,0,0,2,4
2014,2057.11048,1,1,2,1,2,1,5,1,4,3,3,2,2,0,1,4,2,1,2,2,3
2014,1446.95591,2,1,2,1,7,1,6,1,4,3,3,1,1,3,1,3,1,0,0,2,5
2014,1300.88414,2,1,2,1,6,2,7,1,3,3,2,1,2,0,1,4,2,0,0,2,3
2014,1492.35939,2,1,2,1,7,4,6,0,4,2,4,2,3,5,1,4,2,0,0,2,3
2014,1702.49653,1,1,2,1,6,1,5,0,2,2,1,1,2,0,1,4,2,1,1,2,3
2014,1371.19219,2,1,2,1,7,4,1,1,3,2,4,2,2,0,1,2,1,0,0,1,3
2014,1885.30613,2,1,2,1,5,2,7,4,1,1,3,2,2,0,1,4,2,0,0,1,4
2014,2082.98425,1,2,2,2,6,2,4,2,3,1,3,2,1,2,1,3,1,1,1,2,2
2014,2548.85716,2,2,2,2,3,1,4,2,3,1,1,2,1,3,1,3,1,1,1,2,2
2014,1541.40947,2,1,2,1,5,4,2,2,3,1,4,2,2,0,1,4,2,0,0,2,5
2014,1610.19676,1,1,2,1,7,2,5,0,2,2,3,3,2,0,1,4,2,0,0,2,3
2014,1494.72592,1,1,2,1,7,2,88,3,2,1,4,2,1,2,1,2,1,0,0,2,3
2014,2100.03955,1,2,2,2,5,5,4,4,3,1,3,2,1,2,1,3,1,0,0,2,2
2014,2100.03955,1,2,2,2,5,5,4,4,3,1,3,2,2,0,1,4,2,0,0,2,3
2014,1642.46854,2,1,2,1,5,2,7,1,3,2,4,1,1,3,1,3,1,0,0,,3
2014,1423.13885,1,1,2,1,6,4,2,1,3,3,4,2,2,0,1,4,2,0,0,2,2
2014,1486.30099,2,1,1,4,5,5,88,1,2,2,1,1,1,2,1,3,1,1,2,2,2
2014,3991.9574,1,1,2,1,6,5,4,0,4,2,3,2,2,0,1,4,2,0,0,2,1
2014,3977.36973,1,3,1,4,2,1,4,4,4,1,4,1,1,1,1,2,1,0,0,2,1
2014,3079.87604,2,1,2,1,6,4,88,3,4,1,4,2,2,0,1,4,2,0,0,2,1
2014,3821.51895,1,3,2,3,7,2,5,4,4,1,4,1,2,0,1,4,2,1,1,2,3
2014,3071.92838,1,1,1,4,6,2,2,1,4,3,4,1,1,1,1,2,1,0,0,2,1
2014,5109.91169,1,1,2,1,5,1,4,5,4,1,3,1,1,3,1,3,1,0,0,2,3
2014,2780.77487,1,1,2,1,8,1,2,5,4,1,4,1,3,5,1,3,1,1,2,1,3
2014,3045.89671,2,1,2,1,7,2,5,1,4,1,3,2,2,0,1,4,2,0,0,2,2
2014,42257.83597,1,1,2,1,4,1,7,1,1,2,3,2,1,2,1,2,1,0,0,2,1
2014,33374.4002,1,1,2,1,6,2,88,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2014,4682.92384,1,1,1,4,4,1,6,4,3,1,4,1,1,1,1,2,1,0,0,2,3
2014,4682.92384,1,1,1,4,4,1,6,4,3,1,1,1,2,0,1,4,2,0,0,1,1
2014,3213.76952,2,1,2,1,6,1,4,1,2,2,3,1,2,0,1,4,2,0,0,2,3
2014,2840.89923,1,1,2,1,6,1,88,1,2,1,1,1,2,0,1,2,1,0,0,1,1
2014,2864.32705,2,1,2,1,6,4,88,0,1,2,5,3,2,0,1,4,2,0,0,2,3
2014,2558.13187,2,1,2,1,8,3,2,1,2,2,2,1,2,0,1,2,1,1,1,1,1
2014,3323.97669,1,1,2,1,6,2,5,0,2,3,3,2,2,0,1,4,2,0,0,2,3
2014,27355.13484,1,1,2,1,5,1,7,2,4,1,6,2,2,0,1,4,2,0,0,2,3
2014,3387.42537,1,2,2,2,6,4,3,1,3,3,4,2,2,0,1,1,1,0,0,2,5
2014,3387.42537,1,2,2,2,6,4,3,1,3,3,4,2,2,0,1,4,2,0,0,2,5
2014,3387.42537,1,2,2,2,6,4,3,1,3,3,4,2,2,0,1,4,2,0,0,2,5
2014,3565.27552,1,1,2,1,8,4,7,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2014,2911.89035,1,1,1,4,7,2,1,2,4,2,4,1,1,1,1,2,1,0,0,2,3
2014,3034.77498,2,1,1,4,6,2,1,2,4,2,4,1,1,1,1,3,1,0,0,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,1,3,1,3,1,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,1,3,1,3,1,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,1,3,1,3,1,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,2,0,1,4,2,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,2,0,1,4,2,1,1,2,3
2014,3039.9105,2,3,2,3,7,2,6,2,1,1,5,1,2,0,1,4,2,0,0,2,1
2014,3039.9105,2,3,2,3,7,2,6,2,1,1,4,2,2,0,1,4,2,0,0,2,1
2014,3039.9105,2,3,2,3,7,2,6,2,1,1,6,8,1,3,1,3,1,0,0,,5
2014,5227.4465,1,2,2,2,3,1,3,3,2,1,3,2,2,0,1,2,1,0,0,1,4
2014,3569.43928,1,1,2,1,6,1,88,5,1,1,4,2,3,5,1,4,2,0,0,2,1
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,4722.85293,1,2,2,2,5,1,4,1,3,3,5,1,1,3,1,3,1,1,1,2,3
2014,5753.06851,1,2,2,2,4,1,7,1,3,2,1,2,2,0,1,2,1,0,0,2,2
2014,3677.29792,2,2,2,2,7,3,2,3,3,1,3,1,2,0,1,4,2,1,1,2,1
2014,32595.4082,1,1,2,1,7,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3390.42002,2,1,2,1,7,4,2,1,2,1,4,1,2,0,1,4,2,0,0,2,3
2014,3390.42002,2,1,2,1,7,4,2,1,2,1,4,2,2,0,1,4,2,0,0,2,1
2014,2906.71921,2,1,2,1,8,2,3,1,2,2,3,1,2,0,1,4,2,1,1,2,1
2014,3337.38379,2,1,2,1,7,4,4,1,3,2,3,2,2,0,1,4,2,1,1,2,3
2014,1677.88263,1,1,2,1,6,1,7,3,2,1,4,2,1,2,1,2,1,0,0,2,1
2014,1424.26779,1,1,2,1,7,4,5,0,2,3,3,1,1,3,1,3,1,0,0,2,1
2014,2115.7514,1,1,2,1,5,1,5,0,2,3,3,1,1,3,1,3,1,1,1,2,1
2014,20135.6817,1,2,2,2,7,4,5,1,3,3,3,2,2,0,1,4,2,0,0,2,5
2014,12081.40902,1,2,2,2,7,4,5,1,3,3,3,2,1,2,1,3,1,0,0,2,5
2014,1373.84692,1,1,2,1,7,2,3,0,3,3,2,2,2,0,1,4,2,0,0,2,1
2014,1373.84692,1,1,2,1,7,2,3,0,3,3,2,1,1,3,1,3,1,1,1,2,1
2014,1604.4404,2,1,1,4,6,1,3,2,4,2,1,1,2,0,1,4,2,0,0,2,3
2014,2335.42151,1,2,1,4,6,1,2,2,4,1,4,2,1,1,1,3,1,0,0,2,1
2014,1826.11498,1,3,2,3,5,1,6,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2014,3169.99612,2,1,2,1,5,1,3,5,4,1,3,1,2,0,1,1,1,1,1,2,1
2014,5269.28395,2,2,2,2,2,1,1,2,1,1,4,2,2,0,1,4,2,0,0,2,3
2014,5269.28395,2,2,2,2,2,1,1,2,1,1,3,2,2,0,1,4,2,0,0,2,4
2014,3446.99746,2,1,1,4,5,5,3,1,4,2,1,2,2,0,1,4,2,0,0,2,1
2014,3152.94827,2,1,1,4,5,1,6,3,4,1,4,1,2,0,1,4,2,0,0,2,3
2014,3866.52962,1,1,2,1,1,1,88,0,3,2,3,2,2,0,1,2,1,0,0,2,1
2014,3866.52962,1,1,2,1,1,1,88,0,3,2,3,3,2,0,1,4,2,1,2,1,4
2014,3389.83222,1,1,1,4,6,2,4,3,4,1,5,1,2,0,1,2,1,0,0,2,3
2014,4056.18617,2,3,1,4,5,1,5,1,4,2,1,1,2,0,1,4,2,1,1,2,3
2014,4583.74907,2,1,2,1,2,1,7,1,4,2,3,2,2,0,1,1,1,0,0,2,2
2014,2959.96446,2,1,2,1,6,1,6,5,4,1,1,2,2,0,1,4,2,0,0,2,3
2014,5566.48908,2,1,2,1,2,1,88,3,4,1,3,1,1,4,1,3,1,1,1,2,3
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3904.09074,1,1,2,1,7,1,4,1,1,2,1,8,2,0,1,4,2,1,2,2,2
2014,3527.3347,1,1,88,1,6,88,88,0,1,3,3,1,2,0,1,3,1,1,1,2,3
2014,4515.95768,2,1,1,4,5,1,7,1,1,2,1,1,2,0,1,4,2,1,2,2,2
2014,4063.36835,2,2,2,2,6,1,7,1,1,2,5,2,2,0,1,4,2,0,0,2,5
2014,3090.09664,2,1,2,1,6,2,4,0,1,2,2,2,1,3,1,3,1,0,0,2,1
2014,2964.47832,2,1,1,4,7,3,5,5,1,1,4,2,2,0,1,4,2,0,0,2,5
2014,3038.56518,2,1,2,1,6,2,7,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,3038.56518,2,1,2,1,6,2,7,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,4616.9762,1,1,2,1,2,1,2,0,2,2,3,1,2,0,1,4,2,1,1,2,4
2014,2766.58124,1,1,2,1,5,2,7,1,2,3,4,2,2,0,1,4,2,0,0,2,4
2014,6475.12321,2,1,2,1,4,1,88,1,1,2,4,2,1,2,1,3,1,0,0,2,1
2014,4205.13477,1,1,2,1,1,1,7,5,1,1,3,2,2,0,2,5,3,0,0,2,4
2014,4205.13477,1,1,2,1,1,1,7,5,1,1,3,2,2,0,1,4,2,1,1,2,4
2014,5287.21072,1,1,2,1,2,1,88,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2014,3652.08561,1,3,2,3,7,5,3,1,1,2,2,1,1,2,1,3,1,0,0,2,1
2014,3382.92252,1,1,2,1,6,4,4,0,2,3,4,1,1,3,1,3,1,0,0,2,5
2014,5570.75455,2,2,2,2,1,1,7,0,3,3,3,2,1,2,1,3,1,0,0,2,4
2014,5570.75455,2,2,2,2,1,1,7,0,3,3,4,2,1,3,1,3,1,0,0,2,3
2014,2906.94273,2,1,2,1,6,2,88,4,3,1,4,1,2,0,1,4,2,0,0,2,1
2014,3514.56166,2,3,2,3,5,1,88,4,3,1,4,1,1,1,1,2,1,0,0,2,1
2014,5868.38309,1,1,1,4,4,1,1,1,2,3,3,2,2,0,1,4,2,0,0,2,3
2014,5868.38309,1,1,1,4,4,1,1,1,2,3,1,2,1,3,1,3,1,0,0,2,1
2014,2829.15261,2,1,2,1,7,2,7,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2014,3070.40943,2,1,2,1,7,4,7,1,2,2,4,2,3,5,1,4,2,0,0,2,3
2014,4675.763,1,1,2,1,2,1,5,2,4,1,3,1,1,2,1,3,1,0,0,2,4
2014,1625.48402,2,1,2,1,6,1,4,1,1,3,3,1,2,0,1,4,2,0,0,2,1
2014,2700.62432,1,1,2,1,2,1,4,1,1,3,3,1,2,0,1,4,2,0,0,2,1
2014,1700.82874,1,1,2,1,1,1,3,1,2,3,3,3,2,0,1,4,2,1,1,2,4
2014,1795.50612,2,2,2,2,1,1,7,1,2,2,4,2,2,0,1,4,2,0,0,2,4
2014,1709.41757,2,2,2,2,6,5,88,2,4,2,4,2,2,0,1,4,2,0,0,2,5
2014,1562.35714,2,1,1,4,5,5,88,1,1,2,1,2,2,0,1,4,2,0,0,2,1
2014,1562.35714,2,1,1,4,5,5,88,1,1,2,1,2,2,0,1,4,2,1,1,2,1
2014,1562.35714,2,1,1,4,5,5,88,1,1,2,1,2,2,0,1,4,2,1,1,2,1
2014,1584.70463,2,3,2,3,5,2,7,5,1,1,4,1,3,5,2,5,3,0,0,2,3
2014,1280.11323,2,1,2,1,5,1,88,1,2,3,1,2,2,0,1,4,2,1,2,2,1
2014,14449.2787,2,1,2,1,7,4,88,3,2,1,3,1,2,0,1,4,2,0,0,2,1
2014,4158.7132,2,1,1,4,2,1,6,1,3,2,4,2,2,0,1,2,1,0,0,2,3
2014,4782.31049,1,3,2,3,4,1,6,1,2,2,4,1,1,3,1,2,1,1,2,2,3
2014,2143.64069,2,3,2,3,8,3,3,1,4,3,4,2,2,0,2,5,3,0,0,2,3
2014,3984.70911,1,1,1,4,1,1,3,2,4,2,3,1,1,3,1,3,1,0,0,2,3
2014,3736.22899,1,1,2,1,7,2,6,1,4,2,3,2,1,2,1,3,1,0,0,2,2
2014,5811.28252,1,1,2,1,4,1,6,1,4,2,3,2,2,0,1,4,2,0,0,2,2
2014,5811.28252,1,1,2,1,4,1,6,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2014,3072.94934,2,1,1,4,5,4,88,5,4,1,1,2,2,0,1,4,2,0,0,2,3
2014,3297.88017,2,1,1,4,5,4,1,2,4,1,3,1,2,0,1,4,2,0,0,2,3
2014,4625.15571,1,1,1,4,1,1,1,2,4,1,4,2,2,0,1,4,2,1,1,2,4
2014,3456.13958,1,1,2,1,6,2,7,1,4,2,4,1,1,4,1,3,1,0,0,2,3
2014,3305.99225,1,1,2,1,6,2,88,1,4,2,4,1,2,0,1,3,1,1,2,2,3
2014,3196.19797,2,1,2,1,5,1,6,4,4,1,4,1,3,5,1,4,2,0,0,2,3
2014,3462.18815,1,1,2,1,5,2,88,1,4,2,4,1,2,0,1,4,2,1,2,2,3
2014,3636.46058,2,1,2,1,4,1,1,1,4,2,1,2,2,0,1,1,1,0,0,1,2
2014,3636.46058,2,1,2,1,4,1,1,1,4,2,6,2,2,0,1,1,1,0,0,1,1
2014,5743.23283,1,1,1,4,5,1,88,1,1,2,4,1,3,5,1,4,2,0,0,2,1
2014,3700.97233,2,2,2,2,7,5,88,5,1,1,6,2,3,5,2,5,3,0,0,2,3
2014,3618.80666,1,1,2,1,5,1,5,0,1,2,4,2,2,0,1,4,2,1,2,2,3
2014,3275.01164,2,1,2,1,5,1,6,3,2,1,4,2,3,5,2,5,3,0,0,2,1
2014,4399.17706,2,1,2,1,2,1,7,2,4,2,2,1,2,0,1,4,2,1,1,2,1
2014,3354.42406,1,1,2,1,5,2,5,1,1,2,4,1,3,5,1,4,2,0,0,2,3
2014,3608.38809,2,1,2,1,4,1,4,1,2,1,1,1,1,1,1,3,1,0,0,2,1
2014,2920.66151,1,1,2,1,5,1,2,1,3,3,4,2,3,5,1,4,2,0,0,2,3
2014,2825.36059,2,1,2,1,8,4,2,1,1,2,4,1,2,0,2,5,3,0,0,2,3
2014,1412.29807,2,1,2,1,5,5,1,0,3,2,1,1,2,0,1,2,1,1,2,2,1
2014,2817.74628,1,1,2,1,5,4,88,1,2,3,4,1,2,0,1,4,2,0,0,2,3
2014,3410.90255,1,1,2,1,1,1,5,1,4,3,2,2,2,0,1,2,1,0,0,2,1
2014,3142.82964,2,1,2,1,6,2,3,0,3,2,3,1,1,3,1,3,1,0,0,2,1
2014,3136.7534,1,1,2,1,6,4,4,0,2,3,3,1,2,0,1,3,1,1,2,2,1
2014,4141.48747,2,1,2,1,3,2,88,1,2,3,5,2,2,0,1,4,2,0,0,2,3
2014,4141.48747,2,1,2,1,3,2,88,1,2,3,4,1,3,5,1,4,2,0,0,2,1
2014,44515.7658,1,3,2,3,1,1,6,1,2,1,4,2,2,0,1,4,2,0,0,2,4
2014,2911.58458,2,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2014,2911.58458,2,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2014,2911.58458,2,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2014,2911.58458,2,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2014,4081.81191,1,2,2,2,5,2,7,1,1,2,3,1,1,3,1,3,1,1,2,2,5
2014,2904.0141,1,1,2,1,5,1,4,1,2,3,2,2,1,3,1,3,1,0,0,2,2
2014,4089.50133,1,1,2,1,1,1,7,0,2,2,5,2,2,0,1,4,2,0,0,2,4
2014,18443.84143,1,1,2,1,5,5,88,0,3,3,6,1,2,0,1,4,2,0,0,2,3
2015,2936.74007,2,1,2,1,6,2,7,1,4,1,4,2,2,0,1,4,2,0,0,2,5
2015,6230.41128,1,1,2,1,3,1,5,1,4,2,4,2,2,0,1,4,2,1,2,1,5
2015,3148.20297,2,1,2,1,7,5,2,1,4,3,4,2,2,0,1,1,1,1,1,2,1
2015,3148.20297,2,1,2,1,7,5,2,1,4,3,5,2,2,0,1,1,1,1,1,2,1
2015,2489.45938,2,1,2,1,6,5,6,1,3,3,1,2,2,0,1,4,2,0,0,2,1
